,selected clients id,sparse_categorical_accuracy,loss,num_examples,num_batches,eval_sparse_categorical_accuracy,eval_loss,valid_ids
0,"['0', '1']",0.45201268792152405,8.558422088623047,29935,1498,0.46233800053596497,8.666097640991211,['2']
1,"['0', '1']",0.4609988331794739,8.68766975402832,29935,1498,0.46233800053596497,8.666095733642578,['2']
2,"['0', '1']",0.4609988331794739,8.68766975402832,29935,1498,0.46233800053596497,8.666101455688477,['2']
