,selected clients id,sparse_categorical_accuracy,sparse_categorical_crossentropy,loss,num_examples,num_batches
0,"['0', '2']",0.21545523405075073,12.644048690795898,12.644048690795898,58815,2942
1,"['0', '1']",0.21296142041683197,12.685540199279785,12.685540199279785,29935,1498
